timestamp,open,high,low,close,volume,symbol
2024-01-02 03:00:00,103.1766,104.8636,102.4672,104.1795,1353,BTCUSDT
2024-01-02 04:00:00,104.1795,105.7513,103.4579,105.046,1360,BTCUSDT
2024-01-02 05:00:00,105.046,106.4492,104.3107,105.7189,1367,BTCUSDT
2024-01-02 06:00:00,105.7189,106.9102,104.9686,106.1521,1374,BTCUSDT
2024-01-02 07:00:00,106.1521,107.1016,105.3857,106.3141,1382,BTCUSDT
2024-01-02 08:00:00,106.3141,107.1316,105.4067,106.1898,1389,BTCUSDT
2024-01-02 09:00:00,106.1898,107.0365,104.981,105.7812,1397,BTCUSDT
2024-01-02 10:00:00,105.7812,106.6553,104.2904,105.1077,1406,BTCUSDT
2024-01-02 11:00:00,105.1077,106.0062,103.3709,104.2049,1415,BTCUSDT
2024-01-02 12:00:00,104.2049,105.124,102.2721,103.1222,1425,BTCUSDT
2024-01-02 13:00:00,103.1222,104.057,101.0547,101.9198,1436,BTCUSDT
2024-01-02 14:00:00,101.9198,102.865,99.7866,100.6654,1448,BTCUSDT
2024-01-02 15:00:00,100.6654,101.6152,98.5385,99.4294,1461,BTCUSDT
2024-01-02 16:00:00,99.4294,100.3778,97.3801,98.2812,1475,BTCUSDT
2024-01-02 17:00:00,98.2812,99.2223,96.3751,97.2844,1490,BTCUSDT
2024-01-02 18:00:00,97.2844,98.2126,95.5781,96.4933,1506,BTCUSDT
2024-01-02 19:00:00,96.4933,97.4035,95.0305,95.9493,1523,BTCUSDT
2024-01-02 20:00:00,95.9493,96.837,94.7588,95.6788,1541,BTCUSDT
2024-01-02 21:00:00,95.6788,96.5526,94.7601,95.6908,1560,BTCUSDT
2024-01-02 22:00:00,95.6908,96.8108,94.7758,95.9774,1581,BTCUSDT
2024-01-02 23:00:00,95.9774,97.3172,95.0684,96.5135,1602,BTCUSDT
2024-01-03 00:00:00,96.5135,98.0327,95.6127,97.2588,1216,BTCUSDT
2024-01-03 01:00:00,97.2588,98.9055,96.3683,98.1605,1240,BTCUSDT
2024-01-03 02:00:00,98.1605,99.8746,97.2822,99.1562,1264,BTCUSDT
2024-01-03 03:00:00,99.1562,100.873,98.2916,100.178,1288,BTCUSDT
2024-01-03 04:00:00,100.178,101.8329,99.3285,101.1571,1314,BTCUSDT
2024-01-03 05:00:00,101.1571,102.6893,100.3236,102.0277,1340,BTCUSDT
2024-01-03 06:00:00,102.0277,103.3839,101.211,102.731,1366,BTCUSDT
2024-01-03 07:00:00,102.731,103.8694,101.9314,103.2194,1393,BTCUSDT
2024-01-03 08:00:00,103.2194,104.1124,102.4369,103.4593,1420,BTCUSDT
2024-01-03 09:00:00,103.4593,104.1214,102.6671,103.4329,1447,BTCUSDT
2024-01-03 10:00:00,103.4329,104.1095,102.3898,103.1396,1474,BTCUSDT
2024-01-03 11:00:00,103.1396,103.8356,101.8615,102.5963,1501,BTCUSDT
2024-01-03 12:00:00,102.5963,103.3158,101.1146,101.8357,1527,BTCUSDT
2024-01-03 13:00:00,101.8357,102.582,100.196,100.905,1553,BTCUSDT
2024-01-03 14:00:00,100.905,101.6802,99.1635,99.8623,1579,BTCUSDT
2024-01-03 15:00:00,99.8623,100.6673,98.0831,98.7738,1604,BTCUSDT
2024-01-03 16:00:00,98.7738,99.6085,97.024,97.7087,1628,BTCUSDT
2024-01-03 17:00:00,97.7087,98.5717,96.0545,96.7357,1651,BTCUSDT
2024-01-03 18:00:00,96.7357,97.6245,95.2384,95.9184,1674,BTCUSDT
2024-01-03 19:00:00,95.9184,96.8295,94.63,95.3113,1695,BTCUSDT
2024-01-03 20:00:00,95.3113,96.2402,94.2715,94.9565,1716,BTCUSDT
2024-01-03 21:00:00,94.9565,95.8981,94.1899,94.8809,1735,BTCUSDT
2024-01-03 22:00:00,94.8809,96.0434,94.1816,95.0948,1753,BTCUSDT
2024-01-03 23:00:00,95.0948,96.5406,94.3852,95.5909,1770,BTCUSDT
2024-01-04 00:00:00,95.5909,97.2898,94.8691,96.345,1379,BTCUSDT
2024-01-04 01:00:00,96.345,98.2514,95.6095,97.3172,1394,BTCUSDT
2024-01-04 02:00:00,97.3172,99.3729,96.5666,98.4547,1407,BTCUSDT
2024-01-04 03:00:00,98.4547,100.592,97.688,99.6945,1420,BTCUSDT
2024-01-04 04:00:00,99.6945,101.8409,98.9111,100.9679,1432,BTCUSDT
2024-01-04 05:00:00,100.9679,103.05,100.1674,102.2045,1443,BTCUSDT
2024-01-04 06:00:00,102.2045,104.1523,101.3869,103.3361,1453,BTCUSDT
2024-01-04 07:00:00,103.3361,105.0878,102.5018,104.3016,1463,BTCUSDT
2024-01-04 08:00:00,104.3016,105.8071,103.4512,105.0503,1471,BTCUSDT
2024-01-04 09:00:00,105.0503,106.2742,104.185,105.5451,1480,BTCUSDT
2024-01-04 10:00:00,105.5451,106.469,104.6661,105.7647,1487,BTCUSDT
2024-01-04 11:00:00,105.7647,106.4479,104.8141,105.7052,1495,BTCUSDT
2024-01-04 12:00:00,105.7052,106.3721,104.4785,105.3798,1502,BTCUSDT
2024-01-04 13:00:00,105.3798,106.0356,103.9087,104.8181,1509,BTCUSDT
2024-01-04 14:00:00,104.8181,105.4686,103.1493,104.0646,1516,BTCUSDT
2024-01-04 15:00:00,104.0646,104.7157,102.2564,103.1753,1523,BTCUSDT
2024-01-04 16:00:00,103.1753,103.833,101.2944,102.2144,1530,BTCUSDT
2024-01-04 17:00:00,102.2144,102.8843,100.3318,101.2505,1538,BTCUSDT
2024-01-04 18:00:00,101.2505,101.9379,99.4369,100.3519,1547,BTCUSDT
2024-01-04 19:00:00,100.3519,101.0612,98.6737,99.5826,1555,BTCUSDT
2024-01-04 20:00:00,99.5826,100.3174,98.0974,98.998,1565,BTCUSDT
2024-01-04 21:00:00,98.998,99.761,97.7514,98.6417,1576,BTCUSDT
2024-01-04 22:00:00,98.6417,99.4343,97.6645,98.5426,1587,BTCUSDT
2024-01-04 23:00:00,98.5426,99.5358,97.6783,98.7133,1599,BTCUSDT
2024-01-05 00:00:00,98.7133,100.0001,97.8641,99.1486,1204,BTCUSDT
2024-01-05 01:00:00,99.1486,100.7053,98.3154,99.8268,1219,BTCUSDT
2024-01-05 02:00:00,99.8268,101.6125,99.0104,100.7102,1234,BTCUSDT
2024-01-05 03:00:00,100.7102,102.6698,99.9109,101.7477,1251,BTCUSDT
2024-01-05 04:00:00,101.7477,103.8152,100.9655,102.8783,1268,BTCUSDT
2024-01-05 05:00:00,102.8783,104.9807,102.1128,104.0343,1287,BTCUSDT
2024-01-05 06:00:00,104.0343,106.0957,103.2848,105.1457,1307,BTCUSDT
2024-01-05 07:00:00,105.1457,107.0924,104.4112,106.1448,1327,BTCUSDT
2024-01-05 08:00:00,106.1448,107.9095,105.4239,106.9702,1349,BTCUSDT
2024-01-05 09:00:00,106.9702,108.4961,106.2614,107.5706,1372,BTCUSDT
2024-01-05 10:00:00,107.5706,108.8146,106.8719,107.9079,1396,BTCUSDT
2024-01-05 11:00:00,107.9079,108.8434,107.2174,107.9598,1420,BTCUSDT
2024-01-05 12:00:00,107.9598,108.817,107.0366,107.7213,1445,BTCUSDT
2024-01-05 13:00:00,107.7213,108.5498,106.5235,107.2046,1471,BTCUSDT
2024-01-05 14:00:00,107.2046,108.0033,105.7587,106.4387,1497,BTCUSDT
2024-01-05 15:00:00,106.4387,107.2076,104.7861,105.4674,1524,BTCUSDT
2024-01-05 16:00:00,105.4674,106.2078,103.6617,104.3468,1551,BTCUSDT
2024-01-05 17:00:00,104.3468,105.061,102.4507,103.1419,1578,BTCUSDT
2024-01-05 18:00:00,103.1419,103.8334,101.2228,101.9223,1605,BTCUSDT
2024-01-05 19:00:00,101.9223,102.5954,100.0483,100.7581,1631,BTCUSDT
2024-01-05 20:00:00,100.7581,101.4178,98.9935,99.7155,1658,BTCUSDT
2024-01-05 21:00:00,99.7155,100.3675,98.1171,98.8529,1684,BTCUSDT
2024-01-05 22:00:00,98.8529,99.503,97.4662,98.2171,1710,BTCUSDT
2024-01-05 23:00:00,98.2171,98.8713,97.0736,97.8406,1735,BTCUSDT
2024-01-06 00:00:00,97.8406,98.5048,96.9557,97.7394,1352,BTCUSDT
2024-01-06 01:00:00,97.7394,98.5919,96.9386,97.9124,1376,BTCUSDT
2024-01-06 02:00:00,97.9124,99.0409,97.0945,98.3412,1399,BTCUSDT
2024-01-06 03:00:00,98.3412,99.7152,97.5066,98.9914,1421,BTCUSDT
2024-01-06 04:00:00,98.9914,100.566,98.1408,99.815,1442,BTCUSDT
2024-01-06 05:00:00,99.815,101.5329,98.9494,100.7528,1462,BTCUSDT
2024-01-06 06:00:00,100.7528,102.5493,99.8736,101.7392,1481,BTCUSDT
2024-01-06 07:00:00,101.7392,103.5448,100.8479,102.7052,1498,BTCUSDT
2024-01-06 08:00:00,102.7052,104.451,101.8038,103.5834,1515,BTCUSDT
2024-01-06 09:00:00,103.5834,105.205,102.6739,104.3122,1531,BTCUSDT
2024-01-06 10:00:00,104.3122,105.7538,103.3968,104.8394,1545,BTCUSDT
2024-01-06 11:00:00,104.8394,106.0571,103.9205,105.1257,1559,BTCUSDT
2024-01-06 12:00:00,105.1257,106.0904,104.2057,105.1473,1571,BTCUSDT
2024-01-06 13:00:00,105.1473,106.0965,103.9783,104.8969,1583,BTCUSDT
2024-01-06 14:00:00,104.8969,105.8462,103.47,104.3849,1593,BTCUSDT
2024-01-06 15:00:00,104.3849,105.3284,102.7296,103.6384,1603,BTCUSDT
2024-01-06 16:00:00,103.6384,104.5703,101.799,102.6994,1612,BTCUSDT
2024-01-06 17:00:00,102.6994,103.6145,100.7324,101.6225,1621,BTCUSDT
2024-01-06 18:00:00,101.6225,102.5162,99.5936,100.4715,1628,BTCUSDT
2024-01-06 19:00:00,100.4715,101.34,98.4513,99.3154,1636,BTCUSDT
2024-01-06 20:00:00,99.3154,100.156,97.3752,98.2242,1643,BTCUSDT
2024-01-06 21:00:00,98.2242,99.0353,96.4314,97.2643,1650,BTCUSDT
2024-01-06 22:00:00,97.2643,98.0455,95.6786,96.4947,1657,BTCUSDT
2024-01-06 23:00:00,96.4947,97.2467,95.1642,95.9632,1664,BTCUSDT
2024-01-07 00:00:00,95.9632,96.6879,94.9217,95.7036,1264,BTCUSDT
2024-01-07 01:00:00,95.7036,96.4338,94.9384,95.7333,1271,BTCUSDT
2024-01-07 02:00:00,95.7333,96.7324,94.9841,96.0523,1279,BTCUSDT
2024-01-07 03:00:00,96.0523,97.3082,95.318,96.6436,1288,BTCUSDT
2024-01-07 04:00:00,96.6436,98.128,95.923,97.4735,1297,BTCUSDT
2024-01-07 05:00:00,97.4735,99.1447,96.7649,98.4945,1307,BTCUSDT
2024-01-07 06:00:00,98.4945,100.2993,97.796,99.6475,1318,BTCUSDT
2024-01-07 07:00:00,99.6475,101.5252,98.9571,100.8659,1330,BTCUSDT
2024-01-07 08:00:00,100.8659,102.7523,100.1813,102.0798,1342,BTCUSDT
2024-01-07 09:00:00,102.0798,103.9105,101.3987,103.2198,1356,BTCUSDT
2024-01-07 10:00:00,103.2198,104.9351,102.5398,104.2218,1371,BTCUSDT
2024-01-07 11:00:00,104.2218,105.7701,103.5404,105.0307,1387,BTCUSDT
2024-01-07 12:00:00,105.0307,106.3718,104.3455,105.6039,1404,BTCUSDT
2024-01-07 13:00:00,105.6039,106.7114,104.9126,105.9138,1422,BTCUSDT
2024-01-07 14:00:00,105.9138,106.7771,105.2142,105.9496,1441,BTCUSDT
2024-01-07 15:00:00,105.9496,106.8058,105.0076,105.7176,1461,BTCUSDT
2024-01-07 16:00:00,105.7176,106.6003,104.5191,105.2414,1482,BTCUSDT
2024-01-07 17:00:00,105.2414,106.1473,103.8236,104.5597,1505,BTCUSDT
2024-01-07 18:00:00,104.5597,105.4846,102.9732,103.7244,1528,BTCUSDT
2024-01-07 19:00:00,103.7244,104.6633,102.0295,102.7968,1552,BTCUSDT
2024-01-07 20:00:00,102.7968,103.7442,101.0602,101.8442,1577,BTCUSDT
2024-01-07 21:00:00,101.8442,102.7942,100.1343,100.9354,1602,BTCUSDT
2024-01-07 22:00:00,100.9354,101.882,99.3182,100.1364,1628,BTCUSDT
2024-01-07 23:00:00,100.1364,101.0738,98.6716,99.5065,1654,BTCUSDT
2024-01-08 00:00:00,99.5065,100.4292,98.2431,99.094,1273,BTCUSDT
2024-01-08 01:00:00,99.094,99.9971,98.068,98.9339,1300,BTCUSDT
2024-01-08 02:00:00,98.9339,99.9243,98.0544,99.0449,1327,BTCUSDT
2024-01-08 03:00:00,99.0449,100.2814,98.1534,99.4289,1354,BTCUSDT
2024-01-08 04:00:00,99.4289,100.8937,98.5273,100.0702,1381,BTCUSDT
2024-01-08 05:00:00,100.0702,101.7305,99.1606,100.9369,1407,BTCUSDT
2024-01-08 06:00:00,100.9369,102.7467,100.0214,101.9827,1433,BTCUSDT
2024-01-08 07:00:00,101.9827,103.8855,101.0638,103.1497,1459,BTCUSDT
2024-01-08 08:00:00,103.1497,105.0819,102.2297,104.3718,1484,BTCUSDT
2024-01-08 09:00:00,104.3718,106.2673,103.4532,105.5792,1508,BTCUSDT
2024-01-08 10:00:00,105.5792,107.3728,104.6644,106.7023,1532,BTCUSDT
2024-01-08 11:00:00,106.7023,108.3343,105.7937,107.6763,1554,BTCUSDT
2024-01-08 12:00:00,107.6763,109.0962,106.776,108.445,1576,BTCUSDT
2024-01-08 13:00:00,108.445,109.6146,107.5551,108.9642,1596,BTCUSDT
2024-01-08 14:00:00,108.9642,109.8604,108.0866,109.2049,1616,BTCUSDT
2024-01-08 15:00:00,109.2049,109.8713,108.2906,109.1544,1634,BTCUSDT
2024-01-08 16:00:00,109.1544,109.837,107.9691,108.8178,1651,BTCUSDT
2024-01-08 17:00:00,108.8178,109.5213,107.3844,108.217,1668,BTCUSDT
2024-01-08 18:00:00,108.217,108.9452,106.5741,107.3899,1683,BTCUSDT
2024-01-08 19:00:00,107.3899,108.1457,105.589,106.3877,1697,BTCUSDT
2024-01-08 20:00:00,106.3877,107.1729,104.4902,105.2718,1710,BTCUSDT
2024-01-08 21:00:00,105.2718,106.0869,103.3452,104.1101,1722,BTCUSDT
2024-01-08 22:00:00,104.1101,104.9546,102.2238,102.9728,1733,BTCUSDT
2024-01-08 23:00:00,102.9728,103.8448,101.1937,101.9277,1743,BTCUSDT
2024-01-09 00:00:00,101.9277,102.8244,100.3161,101.0365,1345,BTCUSDT
2024-01-09 01:00:00,101.0365,101.9541,99.6423,100.3507,1353,BTCUSDT
2024-01-09 02:00:00,100.3507,101.2844,99.2102,99.9085,1361,BTCUSDT
2024-01-09 03:00:00,99.9085,100.8531,99.0422,99.7325,1369,BTCUSDT
2024-01-09 04:00:00,99.7325,100.7777,99.048,99.8281,1377,BTCUSDT
2024-01-09 05:00:00,99.8281,101.1323,99.1471,100.1836,1384,BTCUSDT
2024-01-09 06:00:00,100.1836,101.7125,99.5036,100.7706,1391,BTCUSDT
2024-01-09 07:00:00,100.7706,102.4754,100.0892,101.546,1398,BTCUSDT
2024-01-09 08:00:00,101.546,103.3666,100.8607,102.4548,1405,BTCUSDT
2024-01-09 09:00:00,102.4548,104.3229,101.7634,103.4332,1412,BTCUSDT
2024-01-09 10:00:00,103.4332,105.2771,102.7334,104.4131,1420,BTCUSDT
2024-01-09 11:00:00,104.4131,106.1617,103.7029,105.3259,1428,BTCUSDT
2024-01-09 12:00:00,105.3259,106.9134,104.6034,106.1073,1437,BTCUSDT
2024-01-09 13:00:00,106.1073,107.4773,105.371,106.7011,1447,BTCUSDT
2024-01-09 14:00:00,106.7011,107.8097,105.9497,107.0624,1457,BTCUSDT
2024-01-09 15:00:00,107.0624,107.8817,106.2948,107.1613,1468,BTCUSDT
2024-01-09 16:00:00,107.1613,107.858,106.1997,106.984,1480,BTCUSDT
2024-01-09 17:00:00,106.984,107.6612,105.7326,106.534,1494,BTCUSDT
2024-01-09 18:00:00,106.534,107.1965,105.0137,105.8322,1508,BTCUSDT
2024-01-09 19:00:00,105.8322,106.4855,104.0798,104.915,1523,BTCUSDT
2024-01-09 20:00:00,104.915,105.565,102.9816,103.8328,1540,BTCUSDT
2024-01-09 21:00:00,103.8328,104.4855,101.7805,102.6466,1557,BTCUSDT
2024-01-09 22:00:00,102.6466,103.3078,100.5442,101.4239,1576,BTCUSDT
2024-01-09 23:00:00,101.4239,102.0991,99.3437,100.2354,1595,BTCUSDT
2024-01-10 00:00:00,100.2354,100.9297,98.2479,99.1496,1208,BTCUSDT
2024-01-10 01:00:00,99.1496,99.8671,97.3197,98.2295,1230,BTCUSDT
2024-01-10 02:00:00,98.2295,98.9735,96.6126,97.5282,1252,BTCUSDT
2024-01-10 03:00:00,97.5282,98.301,96.1666,97.0856,1276,BTCUSDT
2024-01-10 04:00:00,97.0856,97.8883,96.0063,96.9263,1300,BTCUSDT
2024-01-10 05:00:00,96.9263,97.8902,96.0077,97.0578,1325,BTCUSDT
2024-01-10 06:00:00,97.0578,98.331,96.1431,97.4702,1351,BTCUSDT
2024-01-10 07:00:00,97.4702,99.0236,96.5617,98.1367,1377,BTCUSDT
2024-01-10 08:00:00,98.1367,99.9247,97.2366,99.0153,1404,BTCUSDT
2024-01-10 09:00:00,99.0153,100.9793,98.1256,100.0517,1431,BTCUSDT
2024-01-10 10:00:00,100.0517,102.123,99.1743,101.1823,1458,BTCUSDT
2024-01-10 11:00:00,101.1823,103.2864,100.3187,102.3382,1485,BTCUSDT
2024-01-10 12:00:00,102.3382,104.3996,101.4898,103.4498,1511,BTCUSDT
2024-01-10 13:00:00,103.4498,105.3963,102.6175,104.4508,1538,BTCUSDT
2024-01-10 14:00:00,104.4508,106.2178,103.6353,105.2825,1564,BTCUSDT
2024-01-10 15:00:00,105.2825,106.8168,104.4841,105.8971,1590,BTCUSDT
2024-01-10 16:00:00,105.8971,107.1606,105.1158,106.2613,1616,BTCUSDT
2024-01-10 17:00:00,106.2613,107.2327,105.4966,106.3577,1640,BTCUSDT
2024-01-10 18:00:00,106.3577,107.2054,105.4374,106.1861,1664,BTCUSDT
2024-01-10 19:00:00,106.1861,107.0046,105.0299,105.7637,1687,BTCUSDT
2024-01-10 20:00:00,105.7637,106.5523,104.4033,105.1235,1709,BTCUSDT
2024-01-10 21:00:00,105.1235,105.8826,103.6045,104.3127,1730,BTCUSDT
2024-01-10 22:00:00,104.3127,105.044,102.6913,103.3895,1750,BTCUSDT
2024-01-10 23:00:00,103.3895,104.0956,101.7294,102.4196,1770,BTCUSDT
